learning_rate,batch_size,num_epoch,optimizer,fitness_value,accuracy,precision,recall,f1,evaluation
0.00381,1.0,1.0,2.0,0.1532107385816466,0.8143580012650221,0.6816533720087019,0.8639705882352942,0.7620591811917308,0.7902370451619325
